cusip,st_date,en_date,num_art
45920010,2013-07-09,2013-07-09,128
45920010,2013-07-11,2013-07-11,131
45920010,2013-07-17,2013-07-17,169
45920010,2013-07-18,2013-07-18,165
45920010,2013-07-24,2013-07-24,113
45920010,2013-07-25,2013-07-25,152
45920010,2013-07-30,2013-07-30,118
45920010,2013-07-31,2013-07-31,123
45920010,2013-08-01,2013-08-01,161
45920010,2013-08-06,2013-08-06,159
45920010,2013-08-07,2013-08-07,199
45920010,2013-08-08,2013-08-08,237
45920010,2013-08-15,2013-08-15,180
45920010,2013-08-22,2013-08-22,103
45920010,2013-09-04,2013-09-04,106
45920010,2013-09-05,2013-09-05,158
45920010,2013-11-07,2013-11-07,140
45920010,2013-11-14,2013-11-14,112
45920010,2013-12-03,2013-12-03,114
45920010,2013-12-04,2013-12-04,112
45920010,2013-12-05,2013-12-05,137
45920010,2013-12-11,2013-12-11,106
45920010,2013-12-12,2013-12-12,138
45920010,2013-12-19,2013-12-19,114
45920010,2013-12-26,2013-12-26,149
45920010,2014-01-02,2014-01-02,120
45920010,2014-01-09,2014-01-09,210
45920010,2014-01-15,2014-01-15,105
45920010,2014-01-16,2014-01-16,130
45920010,2014-01-21,2014-01-21,158
45920010,2014-01-22,2014-01-22,170
45920010,2014-01-23,2014-01-23,267
45920010,2014-01-30,2014-01-30,124
45920010,2014-02-06,2014-02-06,142
45920010,2014-02-12,2014-02-12,140
45920010,2014-02-13,2014-02-13,165
45920010,2014-02-19,2014-02-19,111
45920010,2014-02-20,2014-02-20,150
45920010,2014-02-26,2014-02-26,109
45920010,2014-02-27,2014-02-27,136
45920010,2014-03-05,2014-03-05,104
45920010,2014-03-06,2014-03-06,139
45920010,2014-03-13,2014-03-13,129
45920010,2014-03-20,2014-03-20,142
59491810,2006-06-16,2006-06-16,151
59491810,2006-06-26,2006-06-26,110
59491810,2006-07-12,2006-07-12,139
59491810,2006-11-06,2006-11-06,102
59491810,2006-11-07,2006-11-07,108
59491810,2006-11-09,2006-11-09,104
59491810,2007-01-08,2007-01-08,104
59491810,2007-01-30,2007-01-30,108
59491810,2007-09-17,2007-09-17,115
59491810,2008-01-07,2008-01-07,104
59491810,2008-02-01,2008-02-01,239
59491810,2008-02-04,2008-02-04,194
59491810,2008-02-05,2008-02-05,112
59491810,2008-02-11,2008-02-11,169
59491810,2008-02-12,2008-02-12,110
59491810,2008-05-05,2008-05-05,126
59491810,2008-05-06,2008-05-06,162
59491810,2008-05-19,2008-05-19,117
59491810,2008-10-28,2008-10-28,105
59491810,2009-01-22,2009-01-22,131
59491810,2009-05-11,2009-05-11,110
59491810,2009-06-01,2009-06-01,105
59491810,2009-07-13,2009-07-13,115
59491810,2009-07-29,2009-07-29,145
59491810,2009-07-30,2009-07-30,131
59491810,2009-10-22,2009-10-22,120
59491810,2009-10-23,2009-10-23,116
59491810,2010-10-11,2010-10-11,102
59491810,2011-01-06,2011-01-06,108
59491810,2011-04-28,2011-04-28,101
59491810,2011-05-10,2011-05-10,234
59491810,2011-06-01,2011-06-01,117
59491810,2011-07-13,2011-07-13,121
59491810,2011-07-14,2011-07-14,103
